Timestamp;ts
2018-12-09 20:00:00;0.07
2018-12-10 08:00:00;0.21
2018-12-10 23:00:00;0.13
2018-12-11 08:00:00;0.19
2018-12-11 20:05:00;0.18
2018-12-12 08:00:00;0.21
2018-12-12 20:00:00;0.15
2018-12-13 08:00:00;0.19
2018-12-13 20:15:00;0.15
2018-12-14 08:00:00;0.24
2018-12-14 20:00:00;0.24
2018-12-15 08:00:00;0.25
2018-12-15 20:15:00;0.24
2018-12-16 08:00:00;0.2
2018-12-16 20:00:00;0.13
2018-12-17 08:00:00;0.21
2018-12-17 20:00:00;0.23
2018-12-18 08:00:00;0.21
2018-12-19 00:25:00;0.16
2018-12-19 08:00:00;0.24
2018-12-19 20:00:00;0.16
2018-12-20 08:00:00;0.28
2018-12-20 21:55:00;0.22
2018-12-21 08:00:00;0.26
2018-12-21 20:00:00;0.28
2018-12-22 08:00:00;0.27
2018-12-22 20:00:00;0.19
2018-12-23 08:00:00;0.22
2018-12-23 20:00:00;0.21
2018-12-24 08:00:00;0.17
2018-12-24 20:00:00;0.26
2018-12-25 08:00:00;0.2
2018-12-25 21:55:00;0.19
2018-12-26 08:00:00;0.2
2018-12-26 20:00:00;0.15
2018-12-27 08:00:00;0.24
2018-12-27 20:15:00;0.16
2018-12-28 08:00:00;0.27
2018-12-28 17:10:00;0.2
2018-12-28 20:00:00;0.19
2018-12-29 08:00:00;0.23
2018-12-29 21:45:00;0.25
2018-12-30 08:00:00;0.21
2018-12-30 20:00:00;0.25
2018-12-31 08:00:00;0.28
2018-12-31 20:00:00;0.33
2019-01-01 08:00:00;0.33
2019-01-01 21:20:00;0.2
2019-01-02 08:00:00;0.39
2019-01-02 14:20:00;0.21
2019-01-02 20:00:00;0.29
2019-01-03 08:00:00;0.29
2019-01-03 20:10:00;0.33
2019-01-04 08:00:00;0.2
2019-01-04 20:00:00;0.2
2019-01-05 08:00:00;0.27
2019-01-05 21:45:00;0.35
2019-01-06 08:00:00;0.23
2019-01-06 20:00:00;0.5
2019-01-07 02:55:00;0.38
2019-01-07 08:00:00;0.5
2019-01-07 20:00:00;0.48
2019-01-08 01:50:00;0.19
2019-01-08 08:00:00;0.41
2019-01-08 20:40:00;0.28
2019-01-09 08:00:00;0.33
2019-01-09 20:00:00;0.37
2019-01-10 08:00:00;0.37
2019-01-10 20:00:00;0.42
2019-01-11 08:00:00;0.5
2019-01-11 20:00:00;0.34
2019-01-12 08:00:00;0.27
2019-01-12 20:00:00;0.3
2019-01-13 08:00:00;0.37
2019-01-13 20:00:00;0.47
2019-01-14 08:00:00;0.34
2019-01-14 20:00:00;0.33
2019-01-15 08:00:00;0.36
2019-01-15 20:00:00;0.46
2019-01-16 08:00:00;0.48
2019-01-16 20:00:00;0.33
2019-01-17 08:00:00;0.36
2019-01-17 20:00:00;0.33
2019-01-18 08:00:00;0.43
2019-01-18 20:00:00;0.43
2019-01-19 08:00:00;0.42
2019-01-19 20:00:00;0.36
2019-01-20 08:00:00;0.41
2019-01-20 20:00:00;0.39
2019-01-21 08:00:00;0.41
2019-01-21 20:00:00;0.5
2019-01-21 23:10:00;0.5
2019-01-22 08:00:00;0.41
2019-01-22 20:00:00;0.32
2019-01-23 08:00:00;0.43
2019-01-23 20:00:00;0.41
2019-01-24 08:00:00;0.31
2019-01-24 20:00:00;0.3
2019-01-25 08:00:00;0.24
2019-01-25 20:00:00;0.19
2019-01-26 08:00:00;0.27
2019-01-26 20:00:00;0.29
2019-01-27 08:00:00;0.33
2019-01-27 20:00:00;0.19
2019-01-28 08:00:00;0.25
2019-01-28 20:00:00;0.38
2019-01-29 08:00:00;0.44
2019-01-29 20:00:00;0.41
2019-01-30 08:00:00;0.41
2019-01-30 20:00:00;0.3
2019-01-31 08:00:00;0.38
2019-01-31 20:00:00;0.29
2019-02-01 08:00:00;0.44
2019-02-01 20:00:00;0.41
2019-02-02 08:00:00;0.38
2019-02-02 20:00:00;0.5
2019-02-03 01:15:00;0.5
2019-02-03 08:00:00;0.32
2019-02-03 20:00:00;0.4
2019-02-04 08:00:00;0.5
2019-02-04 20:00:00;0.28
2019-02-05 08:00:00;0.39
2019-02-05 20:00:00;0.42
2019-02-06 08:00:00;0.4
2019-02-06 20:00:00;0.5
2019-02-06 22:10:00;0.48
2019-02-07 08:00:00;0.38
2019-02-07 14:10:00;0.41
2019-02-07 20:00:00;0.5
2019-02-08 08:00:00;0.5
2019-02-08 20:00:00;0.5
2019-02-09 08:00:00;0.5
2019-02-09 20:00:00;0.57
2019-02-10 08:00:00;0.46
2019-02-10 20:00:00;0.49
2019-02-11 08:00:00;0.52
2019-02-11 20:00:00;0.49
2019-02-12 08:00:00;0.5
2019-02-12 15:00:00;0.41
2019-02-12 20:00:00;0.42
2019-02-13 08:00:00;0.41
2019-02-13 20:00:00;0.44
2019-02-14 08:00:00;0.43
2019-02-14 20:00:00;0.5
2019-02-15 00:05:00;0.5
2019-02-15 08:00:00;0.41
2019-02-15 20:00:00;0.25
2019-02-16 08:00:00;0.5
2019-02-16 12:15:00;0.5
2019-02-16 20:00:00;0.34
2019-02-17 08:00:00;0.37
2019-02-17 20:00:00;0.28
2019-02-18 08:00:00;0.32
2019-02-18 20:00:00;0.44
2019-02-19 08:00:00;0.48
2019-02-19 20:00:00;0.34
2019-02-20 08:00:00;0.37
2019-02-20 20:00:00;0.38
2019-02-21 08:00:00;0.4
2019-02-21 20:00:00;0.3
2019-02-22 08:00:00;0.36
2019-02-22 20:00:00;0.34
2019-02-23 08:00:00;0.39
2019-02-23 20:00:00;0.39
2019-02-24 08:00:00;0.32
2019-02-24 20:00:00;0.31
2019-02-25 08:00:00;0.34
2019-02-25 20:00:00;0.46
2019-02-26 08:00:00;0.36
2019-02-26 20:00:00;0.35
2019-02-27 08:00:00;0.49
2019-02-27 20:00:00;0.41
2019-02-28 08:00:00;0.42
2019-02-28 20:00:00;0.33
2019-04-01 08:00:00;0.21
2019-04-01 20:00:00;0.07
2019-04-02 08:00:00;0.14
2019-04-02 20:00:00;0.12
2019-04-03 08:00:00;0.31
2019-04-03 20:00:00;0.15
2019-04-04 08:00:00;0.02
2019-04-04 12:25:00;0.11
2019-04-04 20:00:00;0.12
2019-04-05 08:00:00;0.12
2019-04-05 20:00:00;0.06
2019-04-06 08:00:00;0.16
2019-04-06 20:00:00;0.12
2019-04-07 08:00:00;0.13
2019-04-07 20:00:00;0.27
2019-04-08 08:00:00;0.12
2019-04-08 20:00:00;0.17
2019-04-09 08:00:00;0.17
2019-04-09 20:00:00;0.16
2019-04-10 08:00:00;0.25
2019-04-10 20:00:00;0.11
2019-04-11 08:00:00;0.17
2019-04-11 20:00:00;0.15
2019-04-12 08:00:00;0.1
2019-04-12 20:00:00;0.29
2019-04-13 08:00:00;0.16
2019-04-13 20:00:00;0.11
2019-04-14 08:00:00;0.24
2019-04-14 20:00:00;0.08
2019-04-15 08:00:00;0.08
2019-04-15 20:00:00;0.11
2019-04-16 08:00:00;0.07
2019-04-16 20:00:00;0.05
2019-04-17 08:00:00;0.07
2019-04-17 20:00:00;0.08
2019-04-18 08:00:00;0.07
2019-04-18 20:00:00;0.02
2019-04-19 08:00:00;0.03
2019-04-19 20:00:00;0.03
2019-04-20 08:00:00;0.02
2019-04-20 20:00:00;0.05
2019-04-21 08:00:00;0.1
2019-04-21 20:00:00;0.04
2019-04-22 08:00:00;0.08
2019-04-22 20:00:00;0.08
2019-04-23 08:00:00;0.1
2019-04-23 20:00:00;0.17
2019-04-24 08:00:00;0.14
2019-04-24 20:00:00;0.11
2019-04-25 08:00:00;0.17
2019-04-25 20:00:00;0.29
2019-04-26 08:00:00;0.28
2019-04-26 20:00:00;0.19
2019-04-27 08:00:00;0.26
2019-04-27 20:00:00;0.17
2019-04-28 08:00:00;0.21
2019-04-28 20:00:00;0.35
2019-04-29 08:00:00;0.19
2019-04-29 20:00:00;0.26
2019-04-30 08:00:00;0.26
2019-04-30 20:00:00;0.28
2019-05-01 08:00:00;0.26
2019-05-01 20:00:00;0.22
2019-05-02 08:00:00;0.27
2019-05-02 20:00:00;0.27
2019-05-03 08:00:00;0.23
2019-05-03 20:00:00;0.24
2019-05-04 08:00:00;0.14
2019-05-04 20:00:00;0.18
2019-05-05 08:00:00;0.18
2019-05-05 20:00:00;0.31
2019-05-06 08:00:00;0.2
2019-05-06 20:00:00;0.2
2019-05-07 08:00:00;0.3
2019-05-07 20:00:00;0.19
2019-05-08 08:00:00;0.36
2019-05-08 20:00:00;0.14
2019-05-09 08:00:00;0.18
2019-05-09 20:00:00;0.21
2019-05-10 08:00:00;0.11
2019-05-10 20:00:00;0.33
2019-05-11 08:00:00;0.16
2019-05-11 20:00:00;0.13
2019-05-12 08:00:00;0.25
2019-05-12 20:00:00;0.17
2019-05-13 08:00:00;0.24
2019-05-13 20:00:00;0.4
2019-05-14 08:00:00;0.42
2019-05-14 20:00:00;0.47
2019-05-15 08:00:00;0.33
2019-05-15 14:45:00;0.39
2019-05-15 20:00:00;0.41
2019-05-16 08:00:00;0.5
2019-05-16 20:00:00;0.49
2019-05-17 08:00:00;0.5
2019-05-17 20:00:00;0.41
2019-05-18 08:00:00;0.5
2019-05-18 10:40:00;0.5
2019-05-18 20:00:00;0.5
2019-05-19 02:45:00;0.5
2019-05-19 08:00:00;0.5
2019-05-19 14:15:00;0.48
2019-05-19 20:00:00;0.48
2019-05-20 08:00:00;0.48
2019-05-20 20:00:00;0.5
2019-05-21 08:00:00;0.5
2019-05-21 20:00:00;0.48
2019-05-22 08:00:00;0.43
2019-05-22 20:00:00;0.36
2019-05-23 08:00:00;0.36
2019-05-23 20:00:00;0.42
2019-05-24 08:00:00;0.28
2019-05-24 20:00:00;0.34
2019-05-25 08:00:00;0.43
2019-05-25 20:00:00;0.22
2019-05-26 08:00:00;0.34
2019-05-26 20:00:00;0.17
2019-05-27 08:00:00;0.2
2019-05-27 20:00:00;0.15
2019-05-28 08:00:00;0.16
2019-05-28 20:00:00;0.21
2019-05-29 08:00:00;0.37
2019-05-29 12:05:00;0.32
2019-05-29 20:00:00;0.2
2019-05-30 08:00:00;0.23
2019-05-30 20:00:00;0.11
2019-05-31 08:00:00;0.24
2019-05-31 20:00:00;0.21
2019-06-01 09:35:00;0.28
2019-06-02 10:50:00;0.18
2019-06-03 09:40:00;0.2
2019-06-04 09:30:00;0.15
2019-06-04 20:50:00;0.22
2019-06-05 09:25:00;0.3
2019-06-05 21:40:00;0.2
2019-06-06 09:40:00;0.28
2019-06-06 21:40:00;0.11
2019-06-07 08:40:00;0.21
2019-06-07 21:15:00;0.3
2019-06-08 08:45:00;0.39
2019-06-08 22:00:00;0.25
2019-06-09 09:15:00;0.19
2019-06-09 21:45:00;0.25
2019-06-10 09:30:00;0.28
2019-06-10 22:30:00;0.2
2019-06-11 09:30:00;0.25
2019-06-11 20:15:00;0.22
2019-06-12 10:10:00;0.43
2019-06-12 20:50:00;0.24
2019-06-13 08:40:00;0.3
2019-06-13 22:15:00;0.25
2019-06-14 09:55:00;0.26
2019-06-15 00:30:00;0.21
2019-06-15 10:10:00;0.21
2019-06-15 23:05:00;0.27
2019-06-16 08:55:00;0.39
2019-06-16 22:10:00;0.26
2019-06-17 09:50:00;0.4
2019-06-17 22:50:00;0.19
2019-06-18 09:40:00;0.22
2019-06-18 20:10:00;0.28
2019-06-19 08:40:00;0.19
2019-06-19 20:05:00;0.17
2019-06-20 09:10:00;0.19
2019-06-20 22:25:00;0.18
2019-06-21 10:05:00;0.22
2019-06-21 20:30:00;0.28
2019-06-22 09:00:00;0.21
2019-06-22 22:05:00;0.21
2019-06-23 08:55:00;0.23
2019-06-23 22:50:00;0.13
2019-06-24 08:35:00;0.08
2019-06-24 20:20:00;0.11
2019-06-25 08:25:00;0.07
2019-06-25 22:25:00;0.13
2019-06-26 09:35:00;0.1
2019-06-26 21:45:00;0.1
2019-06-27 09:05:00;0.14
2019-06-27 21:25:00;0.08
2019-06-28 09:00:00;0.15
2019-06-28 22:30:00;0.05
2019-06-29 09:05:00;0.09
2019-06-29 22:10:00;0.06
2019-06-30 09:35:00;0.1
2019-06-30 21:15:00;0.15
2019-07-01 09:30:00;0.22
2019-07-01 20:55:00;0.09
2019-07-02 08:50:00;0.19
2019-07-02 21:25:00;0.14
2019-07-03 09:45:00;0.32
2019-07-03 21:25:00;0.19
2019-07-04 09:00:00;0.36
2019-07-04 20:25:00;0.1
2019-07-05 09:40:00;0.24
2019-07-05 20:15:00;0.26
2019-07-06 09:00:00;0.31
2019-07-07 00:25:00;0.16
2019-07-07 09:35:00;0.19
2019-07-07 21:15:00;0.08
2019-07-08 09:10:00;0.31
2019-07-08 22:00:00;0.17
2019-07-09 09:05:00;0.25
2019-07-09 21:00:00;0.08
2019-07-10 08:50:00;0.14
2019-07-10 23:50:00;0.14
2019-07-11 08:50:00;0.09
2019-07-11 23:00:00;0.05
2019-07-12 09:10:00;0.06
2019-07-12 22:20:00;0.05
2019-07-13 08:50:00;0.05
2019-07-13 23:10:00;0.03
2019-07-14 09:45:00;0.02
2019-07-14 22:45:00;0.02
2019-07-15 09:05:00;0.02
2019-07-15 20:30:00;0.02
2019-07-16 08:40:00;0.01
2019-07-16 20:20:00;0.01
2019-07-17 08:15:00;0.02
2019-07-17 22:50:00;0.03
2019-07-18 08:55:00;0.04
2019-07-18 20:40:00;0.02
2019-07-19 08:55:00;0.03
2019-07-19 20:10:00;0.03
2019-07-20 08:25:00;0.02
2019-07-20 20:15:00;0.03
2019-07-21 08:25:00;0.13
2019-07-21 20:10:00;0.03
2019-07-22 08:10:00;0.07
2019-07-22 20:15:00;0.07
2019-07-23 08:25:00;0.23
2019-07-23 22:40:00;0.02
2019-07-24 08:25:00;0.08
2019-07-25 01:20:00;0.05
2019-07-25 08:10:00;0.13
2019-07-26 01:55:00;0.13
2019-07-26 08:25:00;0.15
2019-07-26 20:10:00;0.11
2019-07-27 08:20:00;0.07
2019-07-27 20:10:00;0.25
2019-07-28 08:25:00;0.29
2019-07-28 22:20:00;0.07
2019-07-29 08:25:00;0.17
2019-07-29 20:15:00;0.16
2019-07-30 08:30:00;0.27
2019-07-30 20:10:00;0.13
2019-07-31 08:35:00;0.14
2019-07-31 20:05:00;0.05
2019-08-01 10:25:00;0.22
2019-08-01 20:55:00;0.11
2019-08-02 10:30:00;0.09
2019-08-02 22:55:00;0.07
2019-08-03 09:15:00;0.11
2019-08-03 20:45:00;0.19
2019-08-04 09:15:00;0.16
2019-08-04 23:00:00;0.08
2019-08-05 10:20:00;0.11
2019-08-05 21:05:00;0.16
2019-08-06 09:35:00;0.08
2019-08-06 22:00:00;0.2
2019-08-07 09:05:00;0.12
2019-08-07 20:45:00;0.09
2019-08-08 09:00:00;0.1
2019-08-08 21:20:00;0.08
2019-08-09 09:00:00;0.1
2019-08-10 00:00:00;0.05
2019-08-10 11:10:00;0.12
2019-08-10 21:05:00;0.12
2019-08-11 09:20:00;0.13
2019-08-11 20:50:00;0.2
2019-08-12 12:40:00;0.18
2019-08-12 23:45:00;0.26
2019-08-13 09:20:00;0.14
2019-08-13 21:05:00;0.09
2019-08-14 09:10:00;0.13
2019-08-14 20:55:00;0.13
2019-08-15 09:50:00;0.23
2019-08-15 21:15:00;0.11
2019-08-16 09:20:00;0.15
2019-08-16 20:40:00;0.07
2019-08-17 10:00:00;0.13
2019-08-17 21:05:00;0.21
2019-08-18 09:25:00;0.33
2019-08-18 21:05:00;0.12
2019-08-19 09:35:00;0.13
2019-08-19 23:15:00;0.2
2019-08-20 09:10:00;0.17
2019-08-21 00:05:00;0.17
2019-08-21 15:10:00;0.25
2019-08-21 22:55:00;0.06
2019-08-22 12:10:00;0.08
2019-08-22 21:05:00;0.12
2019-08-23 11:30:00;0.13
2019-08-23 21:20:00;0.06
2019-08-24 13:25:00;0.07
2019-08-24 20:55:00;0.08
2019-08-25 09:25:00;0.04
2019-08-25 20:55:00;0.04
2019-08-26 08:55:00;0.04
2019-08-26 21:40:00;0.05
2019-08-27 11:45:00;0.17
2019-08-27 21:55:00;0.06
2019-08-28 11:55:00;0.15
2019-08-28 21:00:00;0.17
2019-08-29 08:50:00;0.15
2019-08-29 23:00:00;0.12
2019-08-30 09:15:00;0.19
2019-08-30 23:10:00;0.04
2019-08-31 09:30:00;0.17
2019-08-31 21:20:00;0.04
2019-09-01 11:05:00;0.07
2019-09-01 21:00:00;0.05
2019-09-02 09:00:00;0.13
2019-09-02 21:05:00;0.1
2019-09-03 09:15:00;0.07
2019-09-03 21:00:00;0.14
2019-09-04 09:20:00;0.03
2019-09-04 21:45:00;0.12
2019-09-05 08:55:00;0.05
2019-09-05 20:55:00;0.14
2019-09-06 12:15:00;0.12
2019-09-06 20:50:00;0.06
2019-09-07 13:25:00;0.13
2019-09-07 20:40:00;0.08
2019-09-08 09:10:00;0.23
2019-09-09 00:30:00;0.13
2019-09-09 09:20:00;0.21
2019-09-10 02:15:00;0.28
2019-09-10 10:05:00;0.18
2019-09-11 00:00:00;0.29
2019-09-11 10:20:00;0.25
2019-09-11 21:10:00;0.3
2019-09-12 09:30:00;0.19
2019-09-12 20:50:00;0.18
2019-09-13 11:00:00;0.21
2019-09-13 21:00:00;0.25
2019-09-14 11:05:00;0.33
2019-09-14 21:30:00;0.3
2019-09-15 11:00:00;0.17
2019-09-15 21:05:00;0.15
2019-09-16 13:05:00;0.11
2019-09-16 20:50:00;0.27
2019-09-17 09:05:00;0.29
2019-09-17 21:30:00;0.29
2019-09-18 15:05:00;0.12
2019-09-18 21:05:00;0.17
2019-09-19 09:10:00;0.16
2019-09-19 21:05:00;0.22
2019-09-20 09:15:00;0.25
2019-09-20 21:00:00;0.39
2019-09-21 09:10:00;0.14
2019-09-21 20:55:00;0.18
2019-09-22 10:10:00;0.33
2019-09-22 21:00:00;0.18
2019-09-23 14:15:00;0.27
2019-09-23 21:10:00;0.26
2019-09-24 09:00:00;0.25
2019-09-24 21:00:00;0.6
2019-09-24 23:50:00;0.6
2019-09-25 09:10:00;0.6
2019-09-25 21:20:00;0.49
2019-09-26 13:05:00;0.4
2019-09-26 21:05:00;0.39
2019-09-27 09:30:00;0.37
2019-09-27 21:20:00;0.43
2019-09-28 09:05:00;0.21
2019-09-28 20:50:00;0.31
2019-09-29 09:20:00;0.37
2019-09-29 20:55:00;0.29
2019-09-30 09:00:00;0.28
2019-09-30 23:25:00;0.32
2019-10-01 09:45:00;0.2
2019-10-02 00:45:00;0.37
2019-10-02 09:15:00;0.31
2019-10-02 21:10:00;0.32
2019-10-03 12:35:00;0.11
2019-10-03 21:05:00;0.16
2019-10-04 09:25:00;0.18
2019-10-04 21:00:00;0.11
2019-10-05 09:35:00;0.09
2019-10-05 21:05:00;0.03
2019-10-06 09:15:00;0.09
2019-10-06 20:45:00;0.04
2019-10-07 09:30:00;0.15
2019-10-07 22:25:00;0.09
2019-10-08 09:00:00;0.09
2019-10-08 21:10:00;0.03
2019-10-09 09:45:00;0.09
2019-10-09 22:50:00;0.04
2019-10-10 09:20:00;0.09
2019-10-11 00:20:00;0.08
2019-10-11 09:00:00;0.19
2019-10-11 23:15:00;0.06
2019-10-12 09:30:00;0.13
2019-10-12 20:55:00;0.11
2019-10-13 09:10:00;0.18
2019-10-13 21:10:00;0.19
2019-10-14 09:45:00;0.2
2019-10-14 21:00:00;0.1
2019-10-15 09:20:00;0.29
2019-10-15 21:45:00;0.04
2019-10-16 01:25:00;0.15
2019-10-16 09:20:00;0.16
2019-10-16 23:45:00;0.06
2019-10-17 09:40:00;0.15
2019-10-17 21:05:00;0.23
2019-10-18 09:10:00;0.26
2019-10-18 21:00:00;0.08
2019-10-19 09:15:00;0.2
2019-10-19 22:20:00;0.18
2019-10-20 09:15:00;0.19
2019-10-20 20:50:00;0.12
2019-10-21 09:55:00;0.12
2019-10-21 21:00:00;0.07
2019-10-22 09:20:00;0.12
2019-10-22 22:25:00;0.15
2019-10-23 09:00:00;0.12
2019-10-23 22:30:00;0.11
2019-10-24 09:20:00;0.2
2019-10-25 01:25:00;0.11
2019-10-25 08:55:00;0.11
2019-10-25 21:50:00;0.18
2019-10-26 09:10:00;0.07
2019-10-26 21:30:00;0.17
2019-10-27 09:25:00;0.19
2019-10-27 22:40:00;0.17
2019-10-28 09:00:00;0.19
2019-10-28 23:15:00;0.12
2019-10-29 09:50:00;0.21
2019-10-29 21:05:00;0.1
2019-10-30 09:05:00;0.22
2019-10-30 20:45:00;0.25
2019-10-31 09:20:00;0.32
2019-10-31 21:30:00;0.23
2019-11-01 09:25:00;0.17
2019-11-01 21:25:00;0.2
2019-11-02 09:00:00;0.43
2019-11-02 21:05:00;0.33
2019-11-03 08:55:00;0.27
2019-11-03 22:55:00;0.2
2019-11-04 09:20:00;0.36
2019-11-04 21:10:00;0.38
2019-11-05 09:20:00;0.23
2019-11-05 22:50:00;0.12
2019-11-06 09:15:00;0.21
2019-11-06 21:00:00;0.17
2019-11-07 09:05:00;0.28
2019-11-07 21:55:00;0.17
2019-11-08 09:00:00;0.1
2019-11-08 20:55:00;0.16
2019-11-09 09:10:00;0.2
2019-11-09 21:10:00;0.07
2019-11-10 09:45:00;0.17
2019-11-10 20:55:00;0.15
2019-11-11 09:20:00;0.24
2019-11-11 21:00:00;0.08
2019-11-12 09:00:00;0.07
2019-11-12 20:50:00;0.09
2019-11-13 09:15:00;0.14
2019-11-13 20:50:00;0.1
2019-11-14 09:00:00;0.15
2019-11-14 20:55:00;0.18
2019-11-15 09:25:00;0.2
2019-11-15 20:40:00;0.09
2019-11-16 09:00:00;0.13
2019-11-16 21:00:00;0.17
2019-11-17 09:05:00;0.1
2019-11-17 21:05:00;0.13
2019-11-18 09:35:00;0.06
2019-11-18 21:15:00;0.18
2019-11-19 09:10:00;0.22
2019-11-19 22:30:00;0.07
2019-11-20 08:55:00;0.14
2019-11-20 21:10:00;0.11
2019-11-21 09:05:00;0.19
2019-11-22 00:20:00;0.11
2019-11-22 09:25:00;0.21
2019-11-22 21:05:00;0.11
2019-11-23 09:20:00;0.15
2019-11-23 20:55:00;0.15
2019-11-24 09:05:00;0.22
2019-11-24 22:25:00;0.19
2019-11-25 15:15:00;0.24
2019-11-25 21:00:00;0.14
2019-11-26 09:15:00;0.21
2019-11-26 20:45:00;0.1
2019-11-27 09:15:00;0.16
2019-11-28 00:05:00;0.05
2019-11-28 09:40:00;0.13
2019-11-28 20:50:00;0.12
2019-11-29 09:40:00;0.07
2019-11-29 23:25:00;0.06
2019-11-30 09:40:00;0.12
2019-11-30 21:20:00;0.11
2019-12-01 09:25:00;0.16
2019-12-01 23:35:00;0.19
2019-12-02 09:30:00;0.24
2019-12-02 22:40:00;0.1
2019-12-03 09:20:00;0.11
2019-12-03 21:15:00;0.09
2019-12-04 10:45:00;0.11
2019-12-04 21:50:00;0.18
2019-12-05 10:00:00;0.29
2019-12-05 20:55:00;0.06
2019-12-06 09:10:00;0.04
2019-12-06 21:35:00;0.06
2019-12-07 09:20:00;0.06
2019-12-07 21:10:00;0.11
2019-12-08 09:30:00;0.17
2019-12-08 21:55:00;0.16
2019-12-09 10:20:00;0.39
2019-12-09 22:55:00;0.26
2019-12-10 09:25:00;0.4
2019-12-10 22:55:00;0.35
2019-12-11 09:50:00;0.35
2019-12-11 20:35:00;0.18
2019-12-12 09:25:00;0.31
2019-12-13 00:10:00;0.35
2019-12-13 10:10:00;0.32
2019-12-13 23:10:00;0.6
